Sale Date,Order ID,Number of Items,Payment Method,Date Shipped,Ship City,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type
4/17/2020,1611456786,1,Credit Card,4/21/2020,Riverview,FL,33578,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc
4/17/2020,1611187912,1,Credit Card,4/21/2020,CLOVIS,CA,93619-2714,United States,USD,14,,,0,0,0,0,15.12,,0.7,13.3,,,,online,online_cc
4/17/2020,1620846773,1,Credit Card,4/20/2020,Clermont,FL,34714,United States,USD,12,,,0,0,0,0,12,,0.61,11.39,,,,online,online_cc
4/17/2020,1620683405,1,Credit Card,4/21/2020,Tinley Park,IL,60477,United States,USD,10,,,0,0,0,0,10.63,,0.57,9.43,,,,online,online_cc
4/17/2020,1610460260,1,Credit Card,4/18/2020,Henderson,NV,89074-3297,United States,USD,12,,,0,0,0,0,13,,0.64,11.36,,,,online,online_cc
4/17/2020,1620234181,1,Credit Card,4/20/2020,Humble,TX,77346,United States,USD,12,,,0,0,0,0,12.87,,0.64,11.36,,,,online,online_cc
4/16/2020,1620027923,1,Credit Card,4/20/2020,Ocala,FL,34473,United States,USD,24.95,,,0,0,0,0,24.95,,1,23.95,,,,online,online_cc
4/16/2020,1619938181,1,Credit Card,4/20/2020,San Antonio,TX,78247-4263,United States,USD,29.99,,,0,0,0,0,32.45,,1.22,28.77,,,,online,online_cc
4/16/2020,1610022460,1,Credit Card,4/20/2020,Rockford,MI,49341,United States,USD,59.95,,,0,0,0,0,63.55,,2.16,57.79,,,,online,online_cc
4/16/2020,1609273598,1,Credit Card,4/18/2020,Euless,TX,76039-8518,United States,USD,16,,,0,0,0,0,17.32,,0.77,15.23,,,,online,online_cc
4/15/2020,1618829647,1,Credit Card,4/17/2020,Lawrenceburg,KY,40342,United States,USD,18,,,0,0,0,0,19.08,,0.82,17.18,,,,online,online_cc
4/15/2020,1608544188,1,Credit Card,4/16/2020,NORFOLK,VA,23513-3257,United States,USD,12,,,0,0,0,0,12.72,,0.63,11.37,,,,online,online_cc
4/15/2020,1608307744,1,Credit Card,4/17/2020,Albany,NY,12203-2240,United States,USD,29.99,,,0,0,0,0,32.39,,1.22,28.77,,,,online,online_cc
4/15/2020,1618014983,1,Credit Card,4/17/2020,Pasadena ,CA,91104,United States,USD,80,,,0,0,0,0,88.2,,2.9,77.1,,,,online,online_cc
4/14/2020,1617805175,1,Credit Card,4/16/2020,Taylors,SC,29687,United States,USD,14,,,0,0,0,0,14.84,,0.7,13.3,,,,online,online_cc
4/13/2020,1607269222,1,Credit Card,4/15/2020,San Pedro,CA,90731,United States,USD,34.95,,,0,0,0,0,38.28,,1.4,33.55,,,,online,online_cc
4/13/2020,1607109330,1,Credit Card,4/15/2020,Springfield,MA,1118,United States,USD,18,,,0,0,0,0,19.13,,0.82,17.18,,,,online,online_cc
4/13/2020,1606515266,1,Credit Card,4/14/2020,San Jose,CA,95124,United States,USD,34.77,,,0,0,0,0,38,,1.39,33.38,,,,online,online_cc
4/12/2020,1606390574,1,Credit Card,4/13/2020,Brookhaven,GA,30319,United States,USD,250,HAPPYEASTER,% off,62.5,0,0,0,202.51,,6.33,181.17,,,,online,online_cc
4/12/2020,1605853728,1,Credit Card,4/14/2020,Seattle,WA,98122,United States,USD,15,,,0,0,0,0,16.52,,0.75,14.25,,,,online,online_cc
4/11/2020,1615456255,1,Credit Card,4/14/2020,COLORADO SPRINGS,CO,80920,United States,USD,12,,,0,0,0,0,12.47,,0.62,11.38,,,,online,online_cc
4/11/2020,1614939815,1,Credit Card,4/13/2020,Euclid,OH,44132,United States,USD,11.95,,,0,0,0,0,12.91,,0.64,11.31,,,,online,online_cc
4/10/2020,1604754394,1,Credit Card,4/13/2020,Severn,MD,21144,United States,USD,125,,,0,0,0,0,132.5,,4.23,120.77,,,,online,online_cc
4/9/2020,1603527062,1,Credit Card,4/10/2020,San Francisco,CA,94133,United States,USD,28,,,0,0,0,0,30.38,,1.16,26.84,,,,online,online_cc
4/8/2020,1603414710,1,Credit Card,4/10/2020,Philadelphia,PA,19104,United States,USD,8,,,0,0,0,0,8.64,,0.51,7.49,,,,online,online_cc
4/8/2020,1612963199,1,Credit Card,4/10/2020,Burnsville,NC,28714,United States,USD,14,,,0,0,0,0,14.95,,0.7,13.3,,,,online,online_cc
4/8/2020,1612654345,1,Credit Card,4/8/2020,Portland,OR,97229,United States,USD,20,,,0,0,5,0,25,,1,24,,,,online,online_cc
4/8/2020,1602742462,1,Credit Card,4/8/2020,Claysburg,PA,16625,United States,USD,25,,,0,0,0,0,26.5,,1.05,23.95,,,,online,online_cc
4/7/2020,1612359919,1,Credit Card,4/8/2020,Gainesville,FL,32608,United States,USD,13.95,,,0,0,0,0,13.95,,0.67,13.28,,,,online,online_cc
4/7/2020,1611952535,1,Credit Card,4/7/2020,Wilmington,NY,12997-7752,United States,USD,39.95,,,0,0,5,0,48.55,,1.71,43.24,,,,online,online_cc
4/7/2020,1611743549,1,Credit Card,4/8/2020,OLYMPIA,WA,98502,United States,USD,54.95,,,0,0,0,0,60.11,,2.05,52.9,,,,online,online_cc
4/6/2020,1601452990,1,Credit Card,4/6/2020,Tinley Park,IL,60477,United States,USD,25,,,0,0,0,0,26.56,,1.05,23.95,,,,online,online_cc
3/12/2020,1598635589,1,Credit Card,3/13/2020,Nampa,ID,83686,United States,USD,20,,,0,0,0,0,21.2,,0.89,19.11,,,,online,online_cc
3/11/2020,1598601835,1,Credit Card,3/13/2020,FISCHER,TX,78623-1801,United States,USD,20,,,0,0,0,0,21.45,,0.89,19.11,,,,online,online_cc
3/10/2020,1588356668,1,Credit Card,3/12/2020,Campbellsville,KY,42718,United States,USD,25,,,0,0,0,0,26.5,,1.05,23.95,,,,online,online_cc
3/10/2020,1598047681,1,Credit Card,3/12/2020,Ellicottville,NY,14731,United States,USD,20,,,0,0,0,0,21.6,,0.9,19.1,,,,online,online_cc
3/10/2020,1598038023,1,Credit Card,3/12/2020,LOS ANGELES,CA,90026-6198,United States,USD,20,,,0,0,0,0,21.9,,0.91,19.09,,,,online,online_cc
3/10/2020,1597924339,1,Credit Card,3/11/2020,St Anthony,MN,55421,United States,USD,40,,,0,0,0,0,42.95,,1.54,38.46,,,,online,online_cc
3/8/2020,1597236185,1,Credit Card,3/10/2020,Stratham,NH,3885,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc
3/8/2020,1587332894,1,Credit Card,3/10/2020,McMinnville,OR,97128,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc
3/8/2020,1587200762,1,Credit Card,3/10/2020,Los Angeles,CA,90034,United States,USD,20,,,0,0,0,0,21.9,,0.91,19.09,,,,online,online_cc
3/7/2020,1587081478,1,Credit Card,3/10/2020,Zionsville,IN,46077-1637,United States,USD,25,,,0,0,0,0,26.75,,1.05,23.95,,,,online,online_cc
3/7/2020,1596595113,1,Credit Card,3/10/2020,Bozeman,MT,59715,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc
3/6/2020,1586596868,1,Credit Card,3/10/2020,Collegeville,PA,19426-1658,United States,USD,18,,,0,0,0,0,19.08,,0.82,17.18,,,,online,online_cc
3/6/2020,1586527268,1,Credit Card,3/10/2020,Tucson,AZ,85712,United States,USD,12,,,0,0,0,0,13.03,,0.64,11.36,,,,online,online_cc
3/5/2020,1595860451,1,Credit Card,3/9/2020,Rochelle,IL,61068,United States,USD,45,,,0,0,0,0,47.81,,1.68,43.32,,,,online,online_cc
3/5/2020,1595588663,19,Credit Card,3/7/2020,Lewis Center,OH,43035,United States,USD,280,SAVE15NOW,% off,42,0,0,0,254.72,,7.89,230.11,,7.41,231.1,online,online_cc
3/4/2020,1595450061,10,Credit Card,3/6/2020,Newport Beach,CA,92663,United States,USD,480,,,0,0,0,0,517.22,,15.77,464.23,,,,online,online_cc
3/4/2020,1595240151,1,Credit Card,3/6/2020,Adams,NE,68301-7725,United States,USD,75,,,0,0,0,0,79.13,,2.62,72.38,,,,online,online_cc
3/3/2020,1585306484,1,Credit Card,3/5/2020,Georgetown,CA,95634,United States,USD,15,,,0,0,0,0,16.09,,0.73,14.27,,,,online,online_cc
3/3/2020,1585234432,1,Credit Card,3/5/2020,Lodi,CA,95240-5530,United States,USD,25,,,0,0,0,0,27.07,,1.06,23.94,,,,online,online_cc
3/2/2020,1594541231,1,Credit Card,3/4/2020,Kirkwood,MO,63122-3242,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc
3/2/2020,1584750816,1,Credit Card,3/3/2020,philadelphia,PA,19107,United States,USD,20,,,0,0,0,0,21.6,,0.9,19.1,,,,online,online_cc
3/1/2020,1594035063,1,Credit Card,3/2/2020,Chicago,IL,60657-4219,United States,USD,45,TAXTIME30,% off,13.5,0,0,0,33.47,,1.25,30.25,,,,online,online_cc
3/1/2020,1593755545,1,Credit Card,3/2/2020,Chatsworth,CA,91311,United States,USD,25,,,0,0,0,0,27.37,,1.07,23.93,,,,online,online_cc
2/29/2020,1593561549,1,Credit Card,3/2/2020,Elizabeth City,NC,27909,United States,USD,12,,,0,0,0,0,12.84,,0.64,11.36,,,,online,online_cc
2/29/2020,1593510725,2,Credit Card,3/2/2020,Eden,MD,21822,United States,USD,26,,,0,0,0,0,27.56,,1.08,24.92,,,,online,online_cc
2/29/2020,1593227037,1,Credit Card,3/2/2020,Linfield,PA,19468,United States,USD,30,,,0,0,0,0,31.8,,1.2,28.8,,,,online,online_cc
2/28/2020,1583391824,1,Credit Card,3/2/2020,concord,NH,3301,United States,USD,39,,,0,0,0,0,39,,1.42,37.58,,,,online,online_cc
2/28/2020,1593009121,1,Credit Card,3/2/2020,VANCOUVER,WA,98665-7046,United States,USD,50,TAXTIME30,% off,15,0,0,0,37.95,,1.39,33.61,,,,online,online_cc
2/28/2020,1592715913,1,Credit Card,2/29/2020,Weehawken,NJ,7086,United States,USD,39,,,0,0,0,0,41.58,,1.5,37.5,,,,online,online_cc
2/26/2020,1582142234,1,Credit Card,2/28/2020,Buckeye,AZ,85396-2310,United States,USD,10,,,0,0,0,0,10.86,,0.58,9.42,,,,online,online_cc
2/26/2020,1582093652,10,Credit Card,2/28/2020,Lewis Center,OH,43035,United States,USD,132,,,0,0,0,0,141.25,,4.49,127.51,,,,online,online_cc
2/25/2020,1582023018,3,Credit Card,2/27/2020,COTTAGE GROVE,MN,55016-4729,United States,USD,165,,,0,0,0,0,176.76,,5.55,159.45,,,,online,online_cc
2/25/2020,1591647323,1,Credit Card,2/27/2020,COTTAGE GROVE,MN,55016-4729,United States,USD,110,,,0,0,0,0,117.84,,3.79,106.21,,,,online,online_cc
2/25/2020,1581989738,1,Credit Card,2/27/2020,COTTAGE GROVE,MN,55016-4729,United States,USD,45,,,0,0,0,0,48.2,,1.7,43.3,,,,online,online_cc
2/25/2020,1591415615,1,Credit Card,2/27/2020,Cumming,GA,30040,United States,USD,50,,,0,0,0,0,50,,1.75,48.25,,,,online,online_cc
2/24/2020,1591221411,1,Credit Card,2/26/2020,Lubbock,TX,79416,United States,USD,45,,,0,0,0,0,48.72,,1.71,43.29,,,,online,online_cc
2/21/2020,1589918875,1,Credit Card,2/25/2020,Dayton,TN,37321,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc
2/21/2020,1580167600,4,Credit Card,2/25/2020,Vernon,NJ,7462,United States,USD,69,20OFFNOW,% off,13.8,0,0,0,58.86,,2.02,53.18,,,,online,online_cc
2/21/2020,1580153564,1,Credit Card,2/25/2020,EAST PRAIRIE,MO,63845,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc
2/21/2020,1589633603,1,Credit Card,2/24/2020,New York,NY,10036-3960,United States,USD,25,,,0,0,5,0,32.67,,1.23,28.77,,,,online,online_cc
2/20/2020,1579849152,1,Credit Card,2/24/2020,omaha,NE,68152,United States,USD,10,,,0,0,0,0,10.7,,0.57,9.43,,,,online,online_cc
2/20/2020,1579791840,1,Credit Card,2/24/2020,Princeton,MN,55371,United States,USD,25,,,0,0,0,0,26.85,,1.06,23.94,,,,online,online_cc
2/20/2020,1589402617,1,Credit Card,2/24/2020,olney,MD,20832,United States,USD,35,,,0,0,0,0,37.1,,1.36,33.64,,,,online,online_cc
2/20/2020,1579610716,1,Credit Card,2/24/2020,Camarillo,CA,93010,United States,USD,28,,,0,0,0,0,30.03,,1.15,26.85,,,,online,online_cc
2/19/2020,1589055633,1,Credit Card,2/21/2020,Hot Springs,SD,57747,United States,USD,15,,,0,0,0,0,15.98,,0.73,14.27,,,,online,online_cc
2/19/2020,1588685993,1,Credit Card,2/21/2020,Kirkland,WA,98034,United States,USD,15,,,0,0,0,0,16.52,,0.75,14.25,,,,online,online_cc
2/18/2020,1588457179,1,Credit Card,2/20/2020,Hicksville,NY,11801,United States,USD,12,,,0,0,0,0,13.04,,0.64,11.36,,,,online,online_cc
2/17/2020,1588230263,1,Credit Card,2/19/2020,BROOKLYN,NY,11201,United States,USD,15,,,0,0,0,0,16.34,,0.74,14.26,,,,online,online_cc
2/17/2020,1578534346,1,Credit Card,2/19/2020,Briarwood,NY,11435,United States,USD,30,,,0,0,0,0,32.66,,1.23,28.77,,,,online,online_cc
2/17/2020,1588084995,1,Credit Card,2/19/2020,WEST CHESTER,PA,19380-2850,United States,USD,20,,,0,0,0,0,21.2,,0.89,19.11,,,,online,online_cc
2/16/2020,1587775169,1,Credit Card,2/18/2020,Arkansas City,KS,67005,United States,USD,40,VALENTINESDAY,% off,8,0,0,0,32,,1.21,30.79,,,,online,online_cc
2/16/2020,1578148824,1,Credit Card,2/18/2020,Austin,TX,78726-4556,United States,USD,10,,,0,0,0,0,10.83,,0.57,9.43,,,,online,online_cc
2/16/2020,1577770648,1,Credit Card,2/18/2020,Middle Island,NY,11953-1616,United States,USD,20,10OFFNOW,% off,2,0,0,0,19.56,,0.84,17.16,,,,online,online_cc
2/16/2020,1587370669,1,Credit Card,2/18/2020,COTTAGE GROVE,MN,55016-4729,United States,USD,30,,,0,0,0,0,32.14,,1.21,28.79,,,,online,online_cc
2/15/2020,1587330771,1,Credit Card,2/18/2020,FLORENCE,AZ,85132-3006,United States,USD,14,,,0,0,0,0,15.2,,0.71,13.29,,,,online,online_cc
2/15/2020,1577701506,1,Credit Card,2/18/2020,North Chesterfield,VA,23234,United States,USD,30,,,0,0,0,0,31.59,,1.2,28.8,,,,online,online_cc
2/15/2020,1577685978,2,Credit Card,2/18/2020,LEVITTOWN,NY,11756,United States,USD,50,VALENTINESDAY,% off,10,0,0,0,43.46,,1.55,38.45,,,,online,online_cc
2/15/2020,1577619418,2,Credit Card,2/18/2020,COTTAGE GROVE,MN,55016-4729,United States,USD,52,VALENTINESDAY,% off,10.4,0,0,0,44.56,,1.59,40.01,,,,online,online_cc
2/14/2020,1577246258,1,Credit Card,2/15/2020,NEW CANAAN,CT,6840,United States,USD,18,,,0,0,0,0,19.14,,0.82,17.18,,,,online,online_cc
2/13/2020,1586330263,1,Credit Card,2/15/2020,Harrisburg,PA,17112,United States,USD,50,,,0,0,0,0,53,,1.84,48.16,,,,online,online_cc
2/12/2020,1586026661,1,Credit Card,2/13/2020,Strum,WI,54770,United States,USD,12,,,0,0,5,0,17.94,,0.79,16.21,,,,online,online_cc
2/12/2020,1576343260,2,Credit Card,2/14/2020,new york,NY,10014,United States,USD,36,,,0,0,0,0,39.2,,1.43,34.57,,,,online,online_cc
2/12/2020,1585923235,1,Credit Card,2/14/2020,Clifton Park,NY,12065-2546,United States,USD,8,,,0,0,0,0,8.56,,0.51,7.49,,,,online,online_cc
2/11/2020,1576007488,1,Credit Card,2/13/2020,Draper,UT,84020,United States,USD,18,,,0,0,0,0,19.3,,0.83,17.17,,,,online,online_cc
2/11/2020,1585442633,1,Credit Card,2/13/2020,San diego,CA,92116,United States,USD,20,,,0,0,0,0,21.55,,0.9,19.1,,,,online,online_cc
2/11/2020,1585219183,1,Credit Card,2/12/2020,Houston,TX,77057,United States,USD,15,,,0,0,0,0,16.24,,0.74,14.26,,,,online,online_cc
2/10/2020,1575349840,1,Credit Card,2/12/2020,NORTH SALEM,NY,10560,United States,USD,22,,,0,0,0,0,23.84,,0.97,21.03,,,,online,online_cc
2/10/2020,1584803503,1,Credit Card,2/12/2020,HOBOKEN,NJ,7030,United States,USD,20,,,0,0,0,0,21.33,,0.89,19.11,,,,online,online_cc
2/9/2020,1584672425,1,Credit Card,2/11/2020,San Antonio,TX,78261,United States,USD,28,,,0,0,0,0,30.31,,1.16,26.84,,,,online,online_cc
2/9/2020,1584524439,1,Credit Card,2/10/2020,Denver,CO,80220,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc
2/9/2020,1584490331,1,Credit Card,2/11/2020,Saint Petersburg,FL,33702,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc
2/8/2020,1574536198,1,Credit Card,2/11/2020,New Palestine,IN,46163-9028,United States,USD,12,,,0,0,0,0,12.84,,0.64,11.36,,,,online,online_cc
2/8/2020,1574139938,1,Credit Card,2/11/2020,Inarajan,GU,96915-7612,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc
2/8/2020,1574103544,1,Credit Card,2/10/2020,GAINESVILLE,TX,76240-6787,United States,USD,20,,,0,0,0,0,21.35,,0.89,19.11,,,,online,online_cc
2/7/2020,1583566143,1,Credit Card,2/10/2020,Eureka,CA,95503-7091,United States,USD,125,,,0,0,0,0,134.69,,4.29,120.71,,,,online,online_cc
2/7/2020,1573751896,1,Credit Card,2/7/2020,nooksack,WA,98276,United States,USD,8,,,0,0,0,0,8.68,,0.51,7.49,,,,online,online_cc
2/6/2020,1573569492,2,Credit Card,2/10/2020,Monticello,IL,61856,United States,USD,85,,,0,0,0,0,90.31,,2.96,82.04,,1.53,40.97,online,online_cc
2/6/2020,1583073557,1,Credit Card,2/10/2020,Calistoga,CA,94515,United States,USD,8,,,0,0,0,0,8.62,,0.51,7.49,,,,online,online_cc
2/6/2020,1573474084,1,Credit Card,2/10/2020,PHILADELPHIA,PA,19118,United States,USD,25,,,0,0,0,0,27,,1.06,23.94,,,,online,online_cc
2/6/2020,1582853847,1,Credit Card,2/10/2020,Oxford,MS,38655,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc
2/5/2020,1582350271,1,Credit Card,2/7/2020,UNION,NJ,07083-7213,United States,USD,30,SAVE15NOW,% off,4.5,0,0,0,27.19,,1.07,24.43,,,,online,online_cc
2/5/2020,1572664420,1,Credit Card,2/7/2020,COTTAGE GROVE,MN,55016-4729,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc
2/4/2020,1581901333,3,Credit Card,2/6/2020,petersburg,AK,99833-2039,United States,USD,95,,,0,0,0,0,95,,3.1,91.9,,,,online,online_cc
2/3/2020,1572067092,1,Credit Card,2/5/2020,portsmouth,NH,3801,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc
2/3/2020,1571874480,2,Credit Card,2/5/2020,Johns Creek,GA,30097,United States,USD,36,,,0,0,0,0,36,,1.33,34.67,,,,online,online_cc
2/3/2020,1571669476,1,Credit Card,2/5/2020,KENOSHA,WI,53140,United States,USD,18,,,0,0,0,0,18.99,,0.82,17.18,,,,online,online_cc
2/2/2020,1571611800,1,Credit Card,2/4/2020,OCALA,FL,34473,United States,USD,45,SUPERBOWL,% off,6.75,0,0,0,38.25,,1.4,36.85,,,,online,online_cc
2/2/2020,1571501024,1,Credit Card,2/3/2020,Lowell,MI,49331-9372,United States,USD,8,,,0,0,0,0,8.48,,0.5,7.5,,,,online,online_cc
2/2/2020,1571206286,1,Credit Card,2/3/2020,NEWARK,CA,94560,United States,USD,12,,,0,0,0,0,13.17,,0.65,11.35,,,,online,online_cc
2/1/2020,1571091298,1,Credit Card,2/3/2020,Rockwall,TX,75087,United States,USD,15,,,0,0,0,0,16.24,,0.74,14.26,,,,online,online_cc
2/1/2020,1580275879,1,Credit Card,2/3/2020,Waldoboro,ME,4572,United States,USD,20,,,0,0,0,0,21.1,,0.88,19.12,,,,online,online_cc
1/31/2020,1580214331,1,Credit Card,2/3/2020,New York,NY,10022,United States,USD,30,,,0,0,0,0,32.66,,1.23,28.77,,,,online,online_cc
1/30/2020,1579779679,1,Credit Card,1/31/2020,South San Francisco,CA,94080-3450,United States,USD,15,,,0,0,0,0,16.47,,0.74,14.26,,,,online,online_cc
1/30/2020,1570126176,1,Credit Card,1/31/2020,Madison,NJ,7940,United States,USD,40,,,0,0,0,0,42.65,,1.53,38.47,,,,online,online_cc
1/28/2020,1568960660,1,Credit Card,1/30/2020,Farmington,UT,84025-2352,United States,USD,15,,,0,0,0,0,16.1,,0.73,14.27,,,,online,online_cc
1/26/2020,1577882937,1,Credit Card,1/28/2020,Henrico,VA,23229,United States,USD,12,,,0,0,0,0,12.64,,0.63,11.37,,,,online,online_cc
1/26/2020,1577860753,1,Credit Card,1/28/2020,Dallas,TX,75252,United States,USD,12,,,0,0,0,0,12.99,,0.64,11.36,,,,online,online_cc
1/26/2020,1568202376,1,Credit Card,1/28/2020,Fairburn,GA,30213,United States,USD,28,,,0,0,0,0,28,,1.09,26.91,,,,online,online_cc
1/25/2020,1567797790,1,Credit Card,1/28/2020,ANGOLA,IN,46703,United States,USD,40,,,0,0,0,0,42.8,,1.53,38.47,,,,online,online_cc
1/24/2020,1576865303,1,Credit Card,1/27/2020,Hampstead,MD,21074,United States,USD,13,,,0,0,0,0,13.78,,0.66,12.34,,,,online,online_cc
1/24/2020,1567198938,1,Credit Card,1/27/2020,ANGOLA,IN,46703,United States,USD,60,,,0,0,0,0,64.2,,2.18,57.82,,,,online,online_cc
1/23/2020,1576582421,1,Credit Card,1/27/2020,ROGERSVILLE,AL,35652,United States,USD,18,,,0,0,0,0,19.44,,0.83,17.17,,,,online,online_cc
1/23/2020,1576432753,1,Credit Card,1/27/2020,St Louis Park,MN,55416-4917,United States,USD,50,,,0,0,0,0,53.77,,1.86,48.14,,,,online,online_cc
1/23/2020,1576345469,1,Credit Card,1/27/2020,Coatesville,PA,19320,United States,USD,38,,,0,0,0,0,40.28,,1.46,36.54,,,,online,online_cc
1/23/2020,1566628314,1,Credit Card,1/27/2020,Pittsburgh,PA,15216-2504,United States,USD,22,,,0,0,0,0,23.54,,0.96,21.04,,,,online,online_cc
1/22/2020,1576091869,1,Credit Card,1/24/2020,TILLAMOOK,OR,97141,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc
1/22/2020,1566466814,1,Credit Card,1/24/2020,Dunwoody,GA,30338-6627,United States,USD,75,,,0,0,0,0,75,,2.5,72.5,,,,online,online_cc
1/22/2020,1576013305,1,Credit Card,1/24/2020,Orlando,FL,32803,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc
1/20/2020,1565550564,1,Credit Card,1/22/2020,BIXBY,OK,74008,United States,USD,35,,,0,0,0,0,37.95,,1.39,33.61,,,,online,online_cc
1/19/2020,1565148452,1,Credit Card,1/21/2020,Wilmington,NC,28409,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc
1/19/2020,1565133146,1,Credit Card,1/21/2020,Saint Louis,MO,63119,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc
1/19/2020,1574528321,1,Credit Card,1/21/2020,San Antonio,TX,78258,United States,USD,35,,,0,0,0,0,37.9,,1.39,33.61,,,,online,online_cc
1/18/2020,1564824494,1,Credit Card,1/21/2020,Coram,MT,59913-0103,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc
1/18/2020,1574428523,1,Credit Card,1/21/2020,Ajo,AZ,85321-2423,United States,USD,30,,,0,0,0,0,32.58,,1.23,28.77,,,,online,online_cc
1/18/2020,1564701994,1,Credit Card,1/21/2020,Camp Lejeune,NC,28547,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc
1/18/2020,1564590906,1,Credit Card,1/21/2020,dunedin,FL,34698,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc
1/17/2020,1564347960,1,Credit Card,1/21/2020,Sheridan,WY,82801,United States,USD,45,,,0,0,0,0,47.7,,1.68,43.32,,,,online,online_cc
1/16/2020,1573585351,1,Credit Card,1/17/2020,Blackhawk,CA,94506,United States,USD,25,,,0,0,5,0,32.06,,1.21,28.79,,,,online,online_cc
1/16/2020,1563811890,1,Credit Card,1/17/2020,North Vernon,IN,47265-6923,United States,USD,15,,,0,0,5,0,21.05,,0.88,19.12,,,,online,online_cc
1/16/2020,1563569992,1,Credit Card,1/18/2020,Huntsville,AL,35803-1251,United States,USD,25,,,0,0,0,0,27,,1.06,23.94,,,,online,online_cc
1/15/2020,1563511484,1,Credit Card,1/17/2020,Patchogue,NY,11772,United States,USD,15,,,0,0,0,0,16.3,,0.74,14.26,,,,online,online_cc
1/15/2020,1573087059,1,Credit Card,1/17/2020,CONCORD,CA,94521,United States,USD,20,,,0,0,0,0,21.75,,0.9,19.1,,,,online,online_cc
1/13/2020,1572303871,1,Credit Card,1/15/2020,WESTWOOD,NJ,7675,United States,USD,100,WEEKEND20,% off,20,0,0,0,85.3,,2.81,77.19,,,,online,online_cc
1/12/2020,1562268306,1,Credit Card,1/14/2020,Gulfport,MS,39503-4115,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc
1/12/2020,1571784593,2,Credit Card,1/14/2020,Bastrop,LA,71220,United States,USD,65,WEEKEND20,% off,13,0,0,0,52,,1.81,50.19,,,,online,online_cc
1/12/2020,1571663377,1,Credit Card,1/14/2020,Littleton,CO,80123,United States,USD,30,,,0,0,0,0,31.2,,1.19,28.81,,,,online,online_cc
1/11/2020,1571426401,1,Credit Card,1/13/2020,Ballwin,MO,63011,United States,USD,35,WEEKEND20,% off,7,0,0,0,28,,1.09,26.91,,,,online,online_cc
1/11/2020,1561730240,1,Credit Card,1/11/2020,Takoma Park,MD,20913,United States,USD,40,WEEKEND20,% off,8,0,0,0,33.92,,1.27,30.73,,,,online,online_cc
1/11/2020,1571145817,1,Credit Card,1/13/2020,Nichols Hills,OK,73116,United States,USD,100,WEEKEND20,% off,20,0,0,0,86.8,,2.85,77.15,,,,online,online_cc
1/10/2020,1561213666,1,Credit Card,1/14/2020,SANTA MONICA,CA,90405,United States,USD,35,WEEKEND20,% off,7,0,0,0,30.87,,1.18,26.82,,,,online,online_cc
1/10/2020,1570799867,5,Credit Card,1/13/2020,KNOXVILLE,TN,37921-6869,United States,USD,104,WEEKEND20,% off,20.8,0,0,0,83.2,,2.75,80.45,,,,online,online_cc
1/9/2020,1560927828,1,Credit Card,1/10/2020,Franklin,TN,37067,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc
1/9/2020,1570461151,1,Credit Card,1/10/2020,Holt,MI,48842,United States,USD,20,,,0,0,0,0,21.2,,0.89,19.11,,,,online,online_cc
1/9/2020,1560579414,1,Credit Card,1/9/2020,East Providence,RI,2914,United States,USD,18,,,0,0,0,0,19.26,,0.83,17.17,,,,online,online_cc
1/7/2020,1559902766,1,Credit Card,1/9/2020,Myrtle Beach,SC,29575-5803,United States,USD,28,,,0,0,0,0,30.24,,1.16,26.84,,,,online,online_cc
1/7/2020,1569502233,1,Credit Card,1/9/2020,West Islip,NY,11795,United States,USD,18,,,0,0,0,0,19.56,,0.84,17.16,,,,online,online_cc
